A,B,C
-0.08749163413578151,0.39800022152586356,0.014274564948333684
-1.0717046074618652,-0.5464732265859715,0.0724244567224001
2.7470749767867146,2.0126494713723937,3.08396415971933
3.217913013724806,2.213772379798922,4.260312408909722
-0.6072731039271355,0.7939144577426656,-0.5160914911614876
-0.21191506417161074,0.3277017619693728,-0.17661720055772384
4.019112472546093,3.4134430278471464,3.348242521594702
2.7516092703921213,1.8530158076732866,1.372020079414555
0.2143529064146095,-0.9653219246951131,0.1967715263137438
-0.2703544028860369,-0.43266898361127004,-1.0090553801136175
3.4660271544871497,2.53320384126459,2.762961101073467
1.3976144024189956,1.718715877037849,0.3547124868352294
0.9313174264708122,1.0523839834431221,0.24538675773947438
0.11382322368896458,2.5201412921686153,1.9022585121555877
1.8277200143686507,3.243893511072847,2.1427959866016115
1.4360108696628422,2.047267081327274,2.144959407164625
3.182035142715979,2.090602176921054,2.8634339358037906
1.542844431619436,1.5552060726777954,0.2910363767873497
1.7667090110553407,0.9173057581741607,1.8019550781116311
1.6580823815043049,1.8897487866479181,1.780936652283935
0.9926565028182331,0.12062953332861517,-0.35185962373755486
2.508926489084833,2.2359070214074275,2.208598098712879
0.9928242301259829,-0.23572037119202638,-0.49026478935705764
0.5592984170988073,-0.37485275330501167,0.46240614271787184
2.668789666443519,2.3878267489909812,2.0104008213319116
0.04154665718308248,1.263180281283311,0.8047662044893112
3.22928611226047,2.6749310856682595,3.094419911283719
0.42759978668268434,0.2479071656036119,-0.4220884793034174
0.25651291422688866,1.2184056915233707,0.5609619919797525
1.7409516451575542,1.8692858710973088,1.31430247074262
0.6930700308919726,0.8139360642671231,0.7751189764833967
0.8260192264754899,-0.08115804526366702,-0.44159257570277377
3.3941352603050516,2.904563514140975,2.785962977702715
2.601686900518909,1.6532837042241013,2.13078823192496
2.2248688364235156,1.7341653294687078,2.3173712100173716
1.0290458872074015,-0.00488049577223277,-0.28225481864753726
1.8899905695628294,1.1597961380859223,1.7300669112869578
2.841404165376072,1.653270163476145,2.266048736097912
0.034731499567524964,-0.23604028121387371,0.37529169833387743
1.2478023087709773,1.2004878059469453,1.9405972594078613
1.9735931649107636,2.544350577797073,1.6758666904694375
1.170777943864509,2.2064291011274304,2.4762792918633134
2.6535547683626683,3.3903533892614126,3.0670738478505704
1.267009310905784,1.1527577685258692,0.8703125970885635
2.1103911470926486,3.006291377611975,3.177565900227283
0.4278155104299737,-0.1840324276542501,0.838200885484371
-0.9199897076898705,-0.3577464579694621,-0.3080022714289791
3.679913183826745,3.1971284995700433,2.9921622455322994
2.726317984676257,3.69419382908694,3.526371808029162
2.674930104788927,2.2769283457797886,1.2217026250046161
-0.6491355596457228,0.581730615299674,0.949265460371912
0.8987493461000808,0.8337597887730857,1.14159704893539
2.373675845196744,2.1211132607834142,3.675906357217793
2.4692277822851385,4.303697879146717,2.3170833090367893
3.320076093833289,3.908940096484855,2.741647500037938
4.031634973680302,2.238284042511232,2.6594998927741855
1.8004359848212337,2.8002188802233055,0.5357383718545441
-0.12823964331949764,1.1788201596505667,-0.12953360494833574
3.0276985442887914,1.6215489703001515,3.4007688361716024
-0.33403090805956603,0.06589668931874927,-0.19364689811123614
0.011866737751803627,-0.775914430472137,-0.7832647106362179
0.6175326011834842,0.23057178542210158,0.3008180393962021
0.09001892793234641,-1.6310064346212445,0.38049720726170105
0.23447282812501466,0.3268449465880852,-0.27885991060732107
2.6511293095292046,2.6049336793004687,1.303833175240546
2.768939296063334,2.1566310064254886,2.170122212938407
1.0383104871114697,0.8569523044991957,0.46396017218823793
1.3975893310774485,2.129427649968467,2.110917174781224
1.2822544772595936,0.33518665408440607,1.4290025063854506
2.0332624912448773,2.9562523566667283,2.6408202801213134
2.0087462825544113,0.4671145503771996,0.8510357635725985
2.702105839584035,2.050483820538338,1.004616896005677
2.806651972649373,1.068274657392574,2.9377333231917344
2.779070543797732,3.015248834494868,2.9728362987241836
2.0770532443308953,0.03091134300752918,1.1418390134030365
1.1866084237166787,2.518682977511536,1.6758216290343566
1.7584908497737606,1.42654036775024,1.926004126283867
1.4081928371743144,2.6855367747922427,1.9513654007047685
0.06796045144187021,0.5095386439561904,0.11826360726412664
0.8225302014907695,2.094718414275857,0.4343995312222326
2.2418077945344876,1.3195724610943886,0.9687217602216365
0.59183998402994,1.8963751335243486,1.2758339124784979
3.8941651856730104,2.5281318882917527,2.6973512208982604
1.0700924053036611,1.582022289402305,0.9850842541646508
2.673400576253311,1.0964928590468488,1.8986405751549016
3.526681676761657,2.1171267746500937,3.6828457479274332
0.5533590087478542,0.562341226127371,1.248237697546658
1.9097071770503067,2.4845627779433164,1.760624489791935
1.310109096810866,1.6172240835558085,2.449853185102365
1.9577130282598987,0.5796573649466403,0.37881255213848286
0.6465282019517966,0.8532128505141299,0.7076712540395402
0.6885374449920143,0.48283839344266866,0.46365532459237857
2.6333044484270998,2.3385047888874295,2.6494523228833713
1.4794274069641093,2.450681011640196,2.2270660848325816
0.5288592746846463,1.1003605056340102,1.4204421931510645
1.178199183777587,1.7385003687382858,1.6313663499901772
2.5929488490831067,3.650309378861664,2.142535785878655
1.9234919964367592,2.994188273655844,2.2886053542251954
2.935357769220656,2.833454125157935,3.2165995850363096
1.3129385495125698,1.4392072323740028,0.46733128997161777
2.603328289406839,2.1463361064797093,1.325069081057157
1.5071947146030218,0.45594478414208706,0.8101545308321438
3.244878952840139,2.846516310499556,2.197177208459367
1.8608043997153434,-0.10776169726132312,0.5805701032932549
2.7134410590296163,1.2848180451231133,1.9054268366221279
0.7079585463532967,0.39577694684771225,1.3811763555575265
2.900682886847592,3.0985974846029727,4.341004969502062
1.6084575811131998,1.4429198105043497,1.8474289127388785
2.1137455741913436,1.175564441813542,1.4176090221732611
3.282099428210641,3.715706623274915,3.1113726622993676
1.11168578162475,2.5352961692623177,1.8453103808909062
1.0305014513141455,0.11382644354703364,1.8637701689016748
0.534398065401567,-0.013775549502049948,-0.5966061611553694
-0.10807482776620327,-0.41446911214141685,1.1252599065294446
1.2281945592377002,0.7682546780228949,0.4846855960743949
3.446018316121373,3.821698667798648,2.996959275849355
-0.05565361888661635,1.7636452379778975,0.711167650214619
2.9765160998688955,3.661465197858409,2.6666585547342607
0.4819532677326568,0.6473351564409267,0.0021612230571605995
0.4281983559154382,1.0525995793834246,0.9036072289084331
1.8097732151348969,2.388323438262581,2.3753719331696184
1.369321511795704,1.35580212358819,-0.0029208149420958396
